Stage,Epoch,Mode,Time,Cross Entropy,Cluster,Separation,Avg Cluster,Accuracy,L1,P Avg Pair Dist
warm,1,train,421.19822335243225,35.718308597342954,1.0,1.0,70.47568850989346,0.9666841739179808,609.1470947265625,0.241371288895607
warm,1,validation,54.60863137245178,17.958843759481343,1.0,1.0,60.93511298880043,0.9673440238914498,609.1470947265625,0.241371288895607
warm,2,train,420.74834275245667,18.167764782580758,1.0,1.0,55.800922099294496,1.7999347026842873,621.762939453125,3.297677516937256
warm,2,validation,54.65724992752075,10.968861528452006,1.0,1.0,47.00347090756745,5.700188275011361,621.762939453125,3.297677516937256
warm,3,train,420.05270743370056,11.149798089650195,1.0,1.0,45.58978841263635,5.6255056993200565,642.1139526367188,4.410537242889404
warm,3,validation,54.66175293922424,8.159013127884924,1.0,1.0,36.09808727913378,9.374797117444654,642.1139526367188,4.410537242889404
warm,4,train,420.47645258903503,8.886088336196192,1.0,1.0,38.78074357208612,8.562465399520207,670.43212890625,4.714037895202637
warm,4,validation,54.84395360946655,6.119649051630645,1.0,1.0,29.262725790506575,15.17236901902227,670.43212890625,4.714037895202637
warm,5,train,419.5209262371063,7.345698171155654,1.0,1.0,32.94263042567753,11.069314520135705,701.4610595703125,4.881067276000977
warm,5,validation,54.74622178077698,4.980835242884782,1.0,1.0,24.531197824913438,19.548139972732585,701.4610595703125,4.881067276000977
joint,1,train,747.276403427124,3.537936215883596,1.0,1.0,13.098509665514316,30.833108578079976,790.606201171875,5.113677024841309
joint,1,validation,54.67830038070679,2.008514699352233,1.0,0.9998748304932938,7.388275565942788,48.54898396416282,790.606201171875,5.113677024841309
joint,2,train,747.2944450378418,1.9895688782325125,1.0,1.0,6.818936779756745,49.469814186551595,888.447998046875,3.9576094150543213
joint,2,validation,54.80953526496887,1.8953300810948448,0.999197668183394,0.9768838255484569,4.9465761956337575,52.01584106992144,888.447998046875,3.9576094150543213
joint,3,train,747.0366396903992,1.617023262920215,1.0,1.0,5.377835083072776,58.736354990276375,1023.839111328125,3.337752103805542
joint,3,validation,54.662827253341675,1.4247876766806322,0.9986604076203469,0.9406104916358884,4.264663121512322,63.63046159838992,1023.839111328125,3.337752103805542
joint,4,train,747.0595262050629,1.349968747685001,0.999979315158132,0.9998152863968512,4.575349108291474,65.57979757832129,1157.489013671875,3.0035839080810547
joint,4,validation,54.74607276916504,1.4005390176881893,0.9984059595962778,0.9341214091451336,3.91022759948034,66.12348243848601,1157.489013671875,3.0035839080810547
joint,5,train,747.1646254062653,1.064301296554296,0.9999474382855262,0.9974581793316054,4.175639102287882,71.91931522988914,1266.37646484375,2.7866435050964355
joint,5,validation,54.707594871520996,1.4913116884553086,0.9985710164818031,0.9464565138351868,3.8500432409191525,66.68830747257027,1266.37646484375,2.7866435050964355
joint,6,train,746.6634364128113,0.8787848612904332,0.993092907005608,0.9899515754033175,3.8722543073285176,76.43902508268627,1349.8516845703125,2.6129493713378906
joint,6,validation,54.75756549835205,1.5187621119111405,0.9810602685969895,0.9050156402390033,3.4372429214572513,68.0257092774135,1349.8516845703125,2.6129493713378906
joint,7,train,746.4726297855377,0.7437406298818641,0.9801230014561524,0.9775378994515114,3.5937184341163877,80.09141624199752,1415.59130859375,2.6230921745300293
joint,7,validation,54.714932441711426,1.4562359789842392,0.9496523314986486,0.8451711516904633,3.060514958567639,69.0125300266182,1415.59130859375,2.6230921745300293
joint,8,train,746.4614646434784,0.6288476146446316,0.9538159579931877,0.9597979857637924,3.383373784434243,83.19161923147898,1465.298583984375,2.534797430038452
joint,8,validation,54.62858772277832,1.5175526221881763,0.9310930867165451,0.8205912459440746,2.8007174611586256,69.17483607089528,1465.298583984375,2.534797430038452
joint,9,train,746.7419183254242,0.5516075825049702,0.9240920945095215,0.9352734039091826,3.202144870641121,85.33223558135904,1490.087890625,2.553088426589966
joint,9,validation,54.62336325645447,1.631897534201254,0.9035435791332197,0.8290260925085218,2.962615966796875,69.1228981367266,1490.087890625,2.553088426589966
joint,10,train,746.7348637580872,0.48562857872052806,0.8932683488707668,0.9140017141167626,3.1060392513370427,86.95047340553892,1509.466796875,2.441239356994629
joint,10,validation,54.66455101966858,1.7598498510312737,0.8929966325829138,0.8308260225656121,2.941602827107758,69.72018437966629,1509.466796875,2.441239356994629
joint,11,train,746.342889547348,0.4317460384280789,0.8661485959138793,0.8949435904391997,3.0087011768859044,88.53180405127259,1511.06103515625,2.515795946121216
joint,11,validation,54.65572452545166,1.6851640381382709,0.8511559621921714,0.7967806228463581,2.8353651242632094,69.50594040122054,1511.06103515625,2.515795946121216
joint,12,train,746.4299929141998,0.400829333724026,0.8339370443916234,0.8831479507181235,2.968655973537525,89.51268329382373,1509.593994140625,2.4655163288116455
